chrom,start,end,window_id,n_l1,mean_l1_divergence,n_young_l1,n_genes
chr16,96026739,96246102,w87116,25,218.56,2,11
chr11,94903832,95123195,w87117,54,204.722,6,6
chr17,2555,221918,w87118,41,231.341,2,3
chr15,88427110,88646473,w87119,59,206.254,1,4
chr11,16592158,16811521,w87120,53,162.415,18,0
chr9,113939332,114158695,w87121,61,186.689,17,0
chr13,92455947,92675310,w87122,38,172.684,10,0
chr3,137235888,137455251,w87123,50,190.36,11,3
chr11,110683794,110903157,w87124,51,158.216,20,1
chr1,196975156,197194519,w87125,47,181.511,10,3
chr17,67046077,67265440,w87126,38,213.526,2,3
chr12,43535902,43755265,w87127,54,173.944,14,2
chr2,235183263,235402626,w87128,41,219.293,7,0
chr20,58048474,58267837,w87129,39,200.026,6,5
chr20,2154178,2373541,w87130,38,197.684,6,2
chr9,109302223,109521586,w87131,49,191.204,11,4
chr1,138290426,138509789,w87132,0,,0,0
chr16,50619324,50838687,w87133,0,,0,0
chr18,7993189,8212552,w87134,33,176.667,7,1
chr2,80898382,81117745,w87135,59,197.356,13,0
chr7,96608462,96827825,w87136,54,192.111,10,4
chr19,46791970,47011333,w87137,58,194.638,9,12
chr16,70836801,71056164,w87138,34,197.647,8,2
chr20,39037329,39256692,w87139,45,227.511,3,3
chr12,34956253,35175616,w87140,0,,0,0
chr4,74732651,74952014,w87141,39,195.051,10,0
chr12,59187508,59406871,w87142,65,199.631,18,0
chr7,139657408,139876771,w87143,58,205.897,5,1
chr12,56478838,56698201,w87144,25,173.44,5,8
chr7,56328753,56548116,w87145,32,172.656,10,0
chr16,37549952,37769315,w87146,0,,0,0
chr10,77977978,78197341,w87147,27,218.037,1,1
chr6,115614419,115833782,w87148,41,148.537,19,1
chr4,183943904,184163267,w87149,25,203.28,5,0
chr13,90989072,91208435,w87150,55,194.564,12,0
chr17,22516062,22735425,w87151,39,226.308,2,1
chr19,48864466,49083829,w87152,62,181.565,12,6
chr18,30827561,31046924,w87153,33,203.273,11,0
chr1,145058198,145277561,w87154,33,211.939,4,7
chr10,48411219,48630582,w87155,51,204.745,4,6
chr12,11449726,11669089,w87156,23,196.696,5,1
chr3,164408650,164628013,w87157,34,157.5,14,0
chr5,18543493,18762856,w87158,41,210.122,9,0
chr12,54783302,55002665,w87159,57,163.263,17,3
chr19,38533641,38753004,w87160,36,208.444,3,12
chr3,10805283,11024646,w87161,26,210.538,4,3
chr13,31329524,31548887,w87162,29,158.552,6,2
chr6,97013838,97233201,w87163,71,186.901,23,1
chr5,135466822,135686185,w87164,37,195.351,7,4
chr4,17731,237094,w87165,53,207.057,12,3
chr15,9175663,9395026,w87166,0,,0,0
chr1,213877251,214096614,w87167,51,165.902,20,0
chr13,18477640,18697003,w87168,67,182.194,20,3
chr4,62560411,62779774,w87169,44,190.114,15,0
chr5,55141626,55360989,w87170,35,169.371,8,4
chr12,83047938,83267301,w87171,39,168.795,19,0
chr8,94862784,95082147,w87172,34,192.206,4,7
chr1,105703768,105923131,w87173,64,177.875,28,0
chr14,26436728,26656091,w87174,36,153.472,12,1
chr7,25109945,25329308,w87175,47,191.851,8,3
chr6,2376091,2595454,w87176,44,187.614,7,2
chr9,86625475,86844838,w87177,26,186.423,7,2
chr11,43377488,43596851,w87178,31,175.387,8,3
chr20,38976033,39195396,w87179,42,213.31,3,3
chr1,221451558,221670921,w87180,43,159.581,12,0
chr11,11254210,11473573,w87181,30,170.8,11,1
chr2,154442627,154661990,w87182,55,170.145,22,0
chr1,177143902,177363265,w87183,35,164.086,12,1
chr15,3194692,3414055,w87184,15,289.667,10,0
chr20,1868655,2088018,w87185,35,217.514,3,3
chr5,72554688,72774051,w87186,34,192.147,6,2
chr7,50257897,50477260,w87187,55,200.818,7,3
chr10,93349764,93569127,w87188,57,189.035,4,3
chr10,53660895,53880258,w87189,30,199.933,7,0
chr16,10788863,11008226,w87190,47,209.638,2,4
chr5,160563127,160782490,w87191,23,186.478,2,2
chr10,129257852,129477215,w87192,24,218.292,4,0
chr2,203303930,203523293,w87193,66,172.182,10,4
chr15,97615251,97834614,w87194,53,196.17,11,0
chr11,107217768,107437131,w87195,48,187.458,11,0
chr10,73817037,74036400,w87196,77,179.247,5,6
chr1,39890253,40109616,w87197,41,193.122,4,3
chr1,49405837,49625200,w87198,69,158.812,36,0
chr1,16106067,16325430,w87199,33,214.091,5,2
chr3,173467042,173686405,w87200,50,194.34,9,1
chr7,18707056,18926419,w87201,23,207.565,3,0
chr7,134904146,135123509,w87202,29,181.276,9,0
chr2,87764241,87983604,w87203,62,202.468,12,2
chr7,137445578,137664941,w87204,51,185.725,15,0
chr8,27122339,27341702,w87205,74,192.378,14,2
chr2,112906564,113125927,w87206,54,197.926,6,6
chr2,6421231,6640594,w87207,43,197.953,13,0
chr13,100519258,100738621,w87208,45,185.022,16,2
chr22,5377028,5596391,w87209,16,289.438,11,0
chr3,166501142,166720505,w87210,53,203.377,17,0
chr7,148292791,148512154,w87211,47,157.596,25,0
chr3,8553863,8773226,w87212,23,173.174,4,4
chr1,82078666,82298029,w87213,30,192.133,10,0
chr3,99008876,99228239,w87214,61,189.934,22,1
chr5,32630486,32849849,w87215,39,165.205,10,2
chr9,86039267,86258630,w87216,55,194.109,15,0
chr8,133122791,133342154,w87217,25,186.36,5,2
chr7,56555881,56775244,w87218,41,210.537,8,4
chr5,51442553,51661916,w87219,32,201.656,5,1
chr6,126390304,126609667,w87220,37,184.027,9,3
chr1,203392178,203611541,w87221,16,171.875,5,5
chr3,46296444,46515807,w87222,48,210.562,5,7
chr3,142870927,143090290,w87223,32,217.125,4,0
chr9,88838908,89058271,w87224,29,190.517,9,2
chr7,63908286,64127649,w87225,9,53.6667,9,0
chr3,5362976,5582339,w87226,46,172.022,16,0
chr2,14945289,15164652,w87227,50,196.82,10,0
chr11,38086343,38305706,w87228,60,188.833,17,1
chr18,13387275,13606638,w87229,35,208.057,4,3
chr4,25873915,26093278,w87230,31,202.871,4,1
chr10,83774067,83993430,w87231,44,204.364,9,0
chr2,53970579,54189942,w87232,55,190.4,8,2
chr4,136547739,136767102,w87233,40,187.6,16,0
chr3,148322148,148541511,w87234,47,230.617,7,0
chr9,9062020,9281383,w87235,33,151.545,12,0
chr1,3246585,3465948,w87236,31,228.29,0,10
chr7,33039234,33258597,w87237,38,203.053,7,4
chr18,52535456,52754819,w87238,29,153.483,13,1
chr2,221362422,221581785,w87239,27,186.741,9,0
chr10,31094970,31314333,w87240,54,170.37,19,1
chr1,121787753,122007116,w87241,1,23.0,1,0
chr9,6440262,6659625,w87242,48,197.521,4,1
chr14,64366864,64586227,w87243,44,177.273,12,4
chr3,63744171,63963534,w87244,43,168.558,10,6
chr6,54021577,54240940,w87245,41,189.732,13,1
chr6,20745578,20964941,w87246,42,174.595,11,0
chr16,94495416,94714779,w87247,23,234.783,1,7
chr1,85333146,85552509,w87248,45,202.556,7,3
chr5,121091646,121311009,w87249,58,186.776,16,0
chr2,190232370,190451733,w87250,45,183.489,7,4
chr11,108468770,108688133,w87251,42,213.071,2,4
chr8,86378305,86597668,w87252,58,164.121,20,0
chr8,93830495,94049858,w87253,45,199.956,8,1
chr3,129694930,129914293,w87254,46,246.804,0,1
chr6,146201780,146421143,w87255,41,182.61,9,0
chr17,49148414,49367777,w87256,47,179.851,4,3
chr10,60474989,60694352,w87257,46,175.37,11,2
chr16,43882080,44101443,w87258,0,,0,0
chr10,103287699,103507062,w87259,29,193.655,1,9
chr9,54394591,54613954,w87260,0,,0,0
chr18,32110607,32329970,w87261,34,214.882,2,3
chr8,44824928,45044291,w87262,0,,0,0
chr12,47235906,47455269,w87263,55,170.345,19,4
chr2,152938465,153157828,w87264,25,210.6,2,0
chr3,198366811,198586174,w87265,40,218.85,6,7
chr7,23810839,24030202,w87266,70,158.514,25,2
chr5,59248778,59468141,w87267,37,157.27,15,5
chr3,9727293,9946656,w87268,25,212.88,1,15
chr5,62234145,62453508,w87269,36,169.056,11,1
chr12,15438407,15657770,w87270,24,179.208,4,1
chr11,70078854,70298217,w87271,19,181.474,5,6
chr2,232814367,233033730,w87272,19,222.632,2,11
chr22,6802779,7022142,w87273,0,,0,0
chr12,28292658,28512021,w87274,56,204.411,13,0
chr3,62784199,63003562,w87275,28,186.179,8,1
chr2,211633433,211852796,w87276,46,190.261,12,0
chr17,16849473,17068836,w87277,68,228.647,4,5
chr5,158141356,158360719,w87278,30,190.8,5,4
chr3,27151630,27370993,w87279,39,160.769,13,1
chr4,126453090,126672453,w87280,40,185.775,16,0
chr4,192386308,192605671,w87281,35,201.943,13,0
chr14,96359349,96578712,w87282,31,209.129,2,4
chr11,69953369,70172732,w87283,29,201.345,5,3
chr5,32088273,32307636,w87284,50,204.02,4,1
chr5,25615195,25834558,w87285,46,211.674,12,0
chr20,7904261,8123624,w87286,54,218.889,8,3
chr11,81517538,81736901,w87287,48,212.583,12,0
chr12,88115216,88334579,w87288,60,188.617,16,2
chr4,179527034,179746397,w87289,34,206.471,8,3
chr22,11699240,11918603,w87290,9,55.0,9,0
chr13,29702731,29922094,w87291,40,181.45,9,2
chr4,118639068,118858431,w87292,51,196.569,18,0
chr18,40195561,40414924,w87293,25,209.84,5,1
chr6,139942668,140162031,w87294,44,199.477,4,3
chr1,16984165,17203528,w87295,29,200.207,5,6
chr6,18284044,18503407,w87296,47,163.149,12,2
chr15,9941341,10160704,w87297,0,,0,0
chr7,98088395,98307758,w87298,28,175.393,7,3
chr8,25611089,25830452,w87299,42,208.071,6,5
chr7,99804887,100024250,w87300,47,175.489,6,1
chr20,28064355,28283718,w87301,0,,0,0
chr1,78396381,78615744,w87302,63,191.778,18,2
chr4,43004126,43223489,w87303,51,154.784,24,0
chr14,71685535,71904898,w87304,36,200.5,3,2
chr1,178299903,178519266,w87305,33,202.394,3,3
chr5,43411285,43630648,w87306,33,173.242,10,2
chr17,29471290,29690653,w87307,11,177.909,2,20
chr2,14831923,15051286,w87308,43,180.442,11,0
chr2,69444048,69663411,w87309,43,174.209,8,4
chr5,169350925,169570288,w87310,25,203.64,4,1
chr12,109847955,110067318,w87311,28,201.5,2,5
chr5,176233729,176453092,w87312,31,197.516,1,1
chr15,71296637,71516000,w87313,58,182.914,6,3
chr1,162913252,163132615,w87314,50,184.3,12,0
chr1,125146932,125366295,w87315,0,,0,0
chr16,41239912,41459275,w87316,0,,0,0
chr6,120854192,121073555,w87317,43,172.814,17,0
chr8,12615906,12835269,w87318,38,196.553,12,6
chr18,38862362,39081725,w87319,40,202.9,9,0
chr2,191119404,191338767,w87320,37,193.189,4,1
chr10,55225782,55445145,w87321,41,173.122,19,1
chr13,90374508,90593871,w87322,24,185.125,7,8
chr7,3930109,4149472,w87323,40,220.475,4,0
chr4,115686405,115905768,w87324,52,176.25,16,2
chr1,234968685,235188048,w87325,46,169.804,9,1
chr9,126856467,127075830,w87326,67,183.373,21,2
chr3,83997068,84216431,w87327,67,189.687,19,0
chr4,20904956,21124319,w87328,22,159.136,7,1
chr5,119809257,120028620,w87329,46,182.63,8,2
chr9,133050294,133269657,w87330,33,192.545,4,5
chr17,8781238,9000601,w87331,55,208.509,6,3
chr13,19257769,19477132,w87332,49,193.224,7,4
chr9,68785790,69005153,w87333,0,,0,0
chr2,201052206,201271569,w87334,39,190.692,6,3
chr3,68213585,68432948,w87335,33,166.303,8,0
chr4,116354058,116573421,w87336,24,148.875,13,3
chr10,71614078,71833441,w87337,40,205.325,1,4
chr12,42406857,42626220,w87338,21,196.714,3,3
chr4,11011726,11231089,w87339,33,173.333,11,0
chr9,12690453,12909816,w87340,45,194.022,8,3
chr13,34791381,35010744,w87341,40,193.0,8,1
chr9,39331239,39550602,w87342,63,190.317,11,3
chr21,12605411,12824774,w87343,54,210.426,9,2
chr3,125493418,125712781,w87344,46,199.565,7,4
chr11,88078435,88297798,w87345,43,196.0,12,3
chr1,185766133,185985496,w87346,42,194.881,8,2
chr1,247372182,247591545,w87347,96,154.188,47,9
chr1,43424629,43643992,w87348,34,209.088,4,4
chr5,19671734,19891097,w87349,42,189.833,17,1
chr1,81549425,81768788,w87350,12,201.917,5,1
chr16,38001686,38221049,w87351,15,118.467,10,0
chr8,127453618,127672981,w87352,44,176.477,14,1
chr12,44772343,44991706,w87353,45,162.2,14,1
chr12,126553161,126772524,w87354,37,185.757,8,3
chr17,14905187,15124550,w87355,45,212.333,9,3
chr2,207873530,208092893,w87356,38,173.421,5,1
chr1,184496650,184716013,w87357,36,169.528,9,4
chr12,65489126,65708489,w87358,30,176.467,8,3
chr15,65171372,65390735,w87359,37,188.405,6,3
chr1,104486160,104705523,w87360,44,182.455,14,0
chr9,129207092,129426455,w87361,32,191.219,10,1
chr6,28212776,28432139,w87362,65,214.538,6,6
chr18,52008548,52227911,w87363,44,184.114,13,0
chr12,42753606,42972969,w87364,43,170.465,14,0
chr21,8887977,9107340,w87365,15,209.067,0,1
chr5,52370873,52590236,w87366,48,189.583,15,0
chr2,237729466,237948829,w87367,23,186.478,4,1
chr13,107064641,107284004,w87368,52,197.058,12,2
chr13,4262839,4482202,w87369,0,,0,0
chr6,96653095,96872458,w87370,40,208.825,7,2
chr3,54170227,54389590,w87371,35,163.0,8,0
chr1,112865832,113085195,w87372,31,178.129,6,7
chr11,12361495,12580858,w87373,38,208.895,4,1
chr3,116163438,116382801,w87374,61,173.0,10,5
chr1,211283209,211502572,w87375,48,190.562,5,5
chr11,130131636,130350999,w87376,50,201.36,7,3
chr10,70687769,70907132,w87377,33,203.848,2,1
chr8,36797802,37017165,w87378,48,192.75,14,0
chr13,86280399,86499762,w87379,63,193.206,21,0
chr5,22588275,22807638,w87380,40,184.275,12,0
chr8,115479533,115698896,w87381,80,197.0,23,0
chr20,37227524,37446887,w87382,38,202.816,2,8
chr4,165212358,165431721,w87383,40,198.775,9,1
chr2,238374817,238594180,w87384,42,207.429,2,4
chr6,143602619,143821982,w87385,35,176.971,10,0
chr8,114743027,114962390,w87386,58,194.966,19,0
chr15,70313161,70532524,w87387,62,225.29,4,5
chr8,4843498,5062861,w87388,69,200.725,22,0
chr11,12528581,12747944,w87389,65,220.169,6,0
chr10,117697756,117917119,w87390,37,196.703,3,4
chr7,106992370,107211733,w87391,40,208.275,1,1
chr14,86707835,86927198,w87392,38,178.211,6,1
chr2,165345946,165565309,w87393,36,194.111,9,1
chr13,5728402,5947765,w87394,26,219.192,17,0
chr10,74360661,74580024,w87395,36,184.583,7,6
chr20,15107897,15327260,w87396,39,201.487,4,1
chr4,141368956,141588319,w87397,35,193.257,11,3
chr3,93123020,93342383,w87398,0,,0,0
chr4,47587661,47807024,w87399,49,182.776,9,3
chr4,78196977,78416340,w87400,28,155.5,13,2
chr16,26137221,26356584,w87401,33,184.212,10,1
chr11,90881386,91100749,w87402,68,169.074,26,1
chr8,135290849,135510212,w87403,44,188.432,14,0
chr13,72996113,73215476,w87404,32,220.75,5,0
chr1,124630261,124849624,w87405,0,,0,0
chr6,91708472,91927835,w87406,30,201.067,4,1
chr5,90555547,90774910,w87407,29,122.724,18,1
chr18,54576010,54795373,w87408,46,177.196,8,1
chr5,156621677,156841040,w87409,49,175.02,12,1
chr4,61813366,62032729,w87410,36,159.083,15,1
chr19,42271310,42490673,w87411,59,173.169,25,10
chr15,40241684,40461047,w87412,30,181.333,2,5
chr13,7174194,7393557,w87413,15,291.0,10,0
chr1,210855584,211074947,w87414,41,191.756,3,5
chr4,126350675,126570038,w87415,42,175.905,8,0
chr3,173112241,173331604,w87416,24,183.083,3,4
chr16,69099131,69318494,w87417,51,189.843,11,0
chr19,38856106,39075469,w87418,18,231.5,0,3
chr11,92025987,92245350,w87419,26,190.269,7,1
chr16,40043872,40263235,w87420,0,,0,0
chr7,83938342,84157705,w87421,47,199.851,9,0
chr2,132578126,132797489,w87422,52,194.75,13,4
chr13,8942555,9161918,w87423,15,291.0,10,0
chr17,83116617,83335980,w87424,31,254.903,0,12
chr16,14743722,14963085,w87425,37,230.0,3,11
chr3,182826265,183045628,w87426,59,194.475,14,1
chr20,54826929,55046292,w87427,17,179.235,5,1
chr7,79447507,79666870,w87428,38,157.5,16,1
chr8,111518233,111737596,w87429,61,186.459,19,0
chr8,114955107,115174470,w87430,55,187.345,21,0
chr3,9966412,10185775,w87431,41,181.244,5,8
chr8,133919150,134138513,w87432,25,215.72,5,1
chr9,133983052,134202415,w87433,49,194.837,9,1
chr19,17149603,17368966,w87434,30,200.667,5,6
chr20,48925288,49144651,w87435,25,225.6,0,3
chr3,144295239,144514602,w87436,48,188.167,9,3
chr2,226895715,227115078,w87437,37,174.568,11,0
chr3,51852677,52072040,w87438,46,197.609,4,15
chr5,57053823,57273186,w87439,43,180.907,13,1
chr9,117301862,117521225,w87440,43,203.558,2,1
chr7,79606081,79825444,w87441,34,178.824,8,0
chr1,174552766,174772129,w87442,15,171.067,5,0
chr1,108639519,108858882,w87443,37,175.514,4,4
chr13,85950315,86169678,w87444,55,195.655,15,1
chr15,98167431,98386794,w87445,44,191.568,4,5
chr14,34299904,34519267,w87446,62,175.194,21,0
chr1,170437423,170656786,w87447,31,165.774,11,6
chr7,1954417,2173780,w87448,40,269.825,0,2
chr19,13661541,13880904,w87449,46,186.043,4,1
chr22,23701587,23920950,w87450,49,207.061,8,5
chr21,3871374,4090737,w87451,15,292.333,10,4
chr17,73593934,73813297,w87452,29,192.069,5,0
chr11,120867563,121086926,w87453,15,194.533,0,4
chr17,73284405,73503768,w87454,37,185.135,6,1
chr18,74579209,74798572,w87455,44,216.205,3,4
chr9,109253338,109472701,w87456,57,197.333,8,4
chr2,231195528,231414891,w87457,36,213.028,3,4
chr3,167951124,168170487,w87458,41,155.732,14,2
chr12,11235421,11454784,w87459,52,171.885,19,3
chr11,21725503,21944866,w87460,53,186.377,15,0
chr6,37211002,37430365,w87461,35,204.571,2,5
chr2,225338430,225557793,w87462,33,206.182,3,2
chr3,31069415,31288778,w87463,50,209.08,9,1
chr22,15054809,15274172,w87464,0,,0,0
chr1,159757379,159976742,w87465,33,182.818,9,4
chr15,59530300,59749663,w87466,39,179.615,9,1
chr10,121399902,121619265,w87467,40,203.7,7,1
chr1,78244720,78464083,w87468,56,184.929,16,2
chr6,65193580,65412943,w87469,60,162.717,24,0
chr15,49325941,49545304,w87470,65,189.769,11,3
chr10,110819599,111038962,w87471,46,184.609,7,3
chr19,5083099,5302462,w87472,18,249.0,1,0
chr20,63600499,63819862,w87473,37,233.838,2,1
chr15,18976068,19195431,w87474,61,202.934,18,7
chr13,99649119,99868482,w87475,48,193.708,4,2
chr2,20863414,21082777,w87476,35,161.371,13,1
chr14,73766522,73985885,w87477,20,140.6,10,0
chr11,88109054,88328417,w87478,43,193.186,12,1
chr6,11543575,11762938,w87479,37,185.459,7,1
chr14,49367445,49586808,w87480,53,209.811,2,3
chr7,141288256,141507619,w87481,44,217.0,2,3
chr12,79755803,79975166,w87482,47,192.894,9,2
chr12,104652159,104871522,w87483,45,189.556,6,0
chr13,44440194,44659557,w87484,29,190.448,6,6
chr5,63963600,64182963,w87485,68,196.118,21,0
chr3,69066632,69285995,w87486,42,207.929,3,5
chr13,87542342,87761705,w87487,53,202.075,16,1
chr6,122849029,123068392,w87488,33,202.242,9,0
chr21,37589139,37808502,w87489,65,198.662,6,6
chr22,41177152,41396515,w87490,51,183.765,3,5
chr20,41702567,41921930,w87491,55,200.0,14,1
chr7,44189036,44408399,w87492,24,210.083,2,13
chr20,59520273,59739636,w87493,39,224.641,3,0
chr1,157621952,157841315,w87494,61,177.033,22,7
chr11,109572958,109792321,w87495,58,162.724,28,0
chr21,26681845,26901208,w87496,38,192.158,8,1
chr1,126557775,126777138,w87497,4,36.0,4,0
chr13,57895823,58115186,w87498,38,198.316,10,0
chr10,3780854,4000217,w87499,28,213.75,4,4
chr1,163544396,163763759,w87500,51,159.882,20,0
chr3,9412521,9631884,w87501,49,192.224,4,1
chr2,9811610,10030973,w87502,51,198.51,5,2
chr13,19803489,20022852,w87503,62,201.258,7,2
chr14,62260490,62479853,w87504,40,192.4,9,0
chr21,26021121,26240484,w87505,56,158.304,26,1
chr14,59909183,60128546,w87506,39,156.897,12,0
chr14,26119642,26339005,w87507,39,173.923,9,3
chr7,60402124,60621487,w87508,0,,0,0
chr2,109462215,109681578,w87509,33,177.515,5,3
chr6,89637133,89856496,w87510,48,170.417,11,1
chr2,298692,518055,w87511,35,203.086,7,3
chr16,24617513,24836876,w87512,34,200.559,3,1
chr7,87800866,88020229,w87513,46,169.043,18,1
chr14,27642518,27861881,w87514,15,163.533,5,0
chr20,40132057,40351420,w87515,32,211.219,2,12
chr5,152681867,152901230,w87516,45,162.756,14,0
chr3,144864441,145083804,w87517,62,169.306,13,2
chr4,13987706,14207069,w87518,25,155.88,12,1
chr13,20747424,20966787,w87519,30,171.6,8,2
chr4,9177820,9397183,w87520,2,142.5,1,21
chr5,43846206,44065569,w87521,45,155.133,19,2
chr10,88395050,88614413,w87522,55,190.982,7,2
chr7,46382974,46602337,w87523,72,190.889,13,0
chr3,162504995,162724358,w87524,32,185.781,3,2
chr7,137455515,137674878,w87525,54,188.481,15,0
chr7,37268963,37488326,w87526,39,192.974,9,0
chr11,90864997,91084360,w87527,64,166.453,24,1
chr6,144950129,145169492,w87528,29,188.621,4,3
chr15,65427388,65646751,w87529,29,166.207,4,1
chr3,56886474,57105837,w87530,44,196.977,9,3
chr8,50888783,51108146,w87531,57,191.702,17,0
chr15,11677860,11897223,w87532,0,,0,0
chr4,158053566,158272929,w87533,31,194.355,6,2
chr3,28334737,28554100,w87534,49,146.898,22,2
chr9,118232834,118452197,w87535,59,175.356,22,0
chr9,117621526,117840889,w87536,41,169.732,10,5
chr20,46131702,46351065,w87537,41,227.366,1,8
chr15,98425280,98644643,w87538,47,197.149,11,2
chr5,109533026,109752389,w87539,47,185.681,9,0
chr2,113229554,113448917,w87540,49,202.816,9,4
chr4,109238414,109457777,w87541,42,157.905,17,1
chr6,43493719,43713082,w87542,26,192.346,2,3
chr2,219666795,219886158,w87543,25,219.84,0,16
chr4,58420121,58639484,w87544,39,194.641,6,1
chr15,63276111,63495474,w87545,43,193.907,3,4
chr9,146156682,146376045,w87546,34,217.147,1,6
chr1,107450478,107669841,w87547,22,148.909,12,0
chr1,25681370,25900733,w87548,29,216.172,3,8
chr6,147329827,147549190,w87549,49,180.082,10,0
chr1,83470996,83690359,w87550,22,185.682,4,0
chr5,2772181,2991544,w87551,43,201.023,11,1
chr3,181779225,181998588,w87552,57,201.421,8,3
chr7,113587485,113806848,w87553,46,170.587,7,3
chr9,150257268,150476631,w87554,37,197.405,7,4
chr12,54659482,54878845,w87555,81,149.765,29,1
chr6,94038234,94257597,w87556,37,175.459,15,0
chr10,19202808,19422171,w87557,63,172.921,14,0
chr10,17182429,17401792,w87558,36,198.583,10,4
chr5,9634118,9853481,w87559,44,191.159,12,3
chr4,105492830,105712193,w87560,36,166.194,16,1
chr11,132920164,133139527,w87561,26,190.731,9,1
chr3,66910126,67129489,w87562,63,174.794,18,1
chr1,20070939,20290302,w87563,22,187.5,7,3
chr1,42439923,42659286,w87564,38,193.789,2,7
chr5,130238449,130457812,w87565,48,146.875,21,2
chr21,29119761,29339124,w87566,49,178.122,12,5
chr8,2608564,2827927,w87567,36,201.5,10,0
chr5,80490637,80710000,w87568,35,189.914,8,2
chr11,18768567,18987930,w87569,39,158.256,19,3
chr2,78826032,79045395,w87570,53,206.264,10,1
chr17,64928258,65147621,w87571,35,201.543,1,5
chr22,2716574,2935937,w87572,0,,0,0
chr10,76810213,77029576,w87573,26,200.154,4,0
chr2,47609021,47828384,w87574,21,196.952,1,1
chr19,48275664,48495027,w87575,20,226.25,3,11
chr2,47162033,47381396,w87576,22,180.636,2,6
chr2,222982828,223202191,w87577,61,188.279,11,2
chr12,121892658,122112021,w87578,65,210.138,0,4
chr12,119199946,119419309,w87579,39,194.308,6,2
chr3,51511962,51731325,w87580,31,181.774,4,3
chr12,2566629,2785992,w87581,39,187.949,11,2
chr19,12628979,12848342,w87582,18,186.5,2,12
chr16,55605419,55824782,w87583,45,210.133,4,2
chr4,135705076,135924439,w87584,49,221.327,11,1
chr5,107242280,107461643,w87585,42,201.833,12,0
chr21,1654411,1873774,w87586,0,,0,0
chr7,146904836,147124199,w87587,70,196.871,19,0
chr16,28949462,29168825,w87588,33,191.424,4,9
chr1,244588780,244808143,w87589,39,182.308,8,1
chr1,137249373,137468736,w87590,0,,0,0
chr2,114624456,114843819,w87591,51,175.784,17,0
chr4,133318481,133537844,w87592,38,177.842,12,0
chr17,2269697,2489060,w87593,58,201.138,2,4
chr2,182709466,182928829,w87594,44,179.886,10,1
chr15,18849364,19068727,w87595,72,161.611,24,6
chr12,128677707,128897070,w87596,48,197.875,4,3
chr7,91187132,91406495,w87597,56,182.161,20,2
chr8,21684579,21903942,w87598,33,188.364,6,0
chr9,93306587,93525950,w87599,65,183.831,15,0
chr4,25603254,25822617,w87600,30,207.733,3,1
chr14,93481731,93701094,w87601,33,205.848,5,1
chr2,30752467,30971830,w87602,36,186.083,8,1
chr2,93637949,93857312,w87603,0,,0,0
chr10,26837072,27056435,w87604,57,174.07,14,2
chr5,153476324,153695687,w87605,51,173.588,16,1
chr1,136770023,136989386,w87606,0,,0,0
chr11,18556604,18775967,w87607,42,200.262,3,5
chr15,30833855,31053218,w87608,38,200.316,8,2
chr11,5371015,5590378,w87609,35,138.714,20,11
chr7,9925118,10144481,w87610,65,187.323,15,0
chr12,101162332,101381695,w87611,52,188.635,10,3
chr7,100260441,100479804,w87612,55,194.709,4,3
chr11,98270192,98489555,w87613,53,187.302,18,0
chr6,53121538,53340901,w87614,52,181.212,9,4
chr13,71857255,72076618,w87615,44,189.909,7,4
chr20,19894780,20114143,w87616,48,202.021,6,4
chr13,65156026,65375389,w87617,47,212.191,13,1
chr10,35666808,35886171,w87618,47,187.213,12,3
chr2,239306073,239525436,w87619,37,212.757,5,3
chr2,238834043,239053406,w87620,51,228.961,4,2
chr1,245735043,245954406,w87621,49,203.347,8,2
chr8,95770770,95990133,w87622,40,197.55,1,3
chr4,69136929,69356292,w87623,53,188.415,21,0
chr3,145908903,146128266,w87624,37,176.378,9,1
chr4,117972227,118191590,w87625,29,171.172,10,0
chr20,3961787,4181150,w87626,57,193.211,2,2
chr3,67545014,67764377,w87627,43,209.279,5,2
chr8,51723308,51942671,w87628,47,195.17,16,0
chr21,16184411,16403774,w87629,45,179.4,17,2
chr2,168364486,168583849,w87630,36,193.944,6,1
chr4,38050019,38269382,w87631,28,203.786,4,1
chr10,120190189,120409552,w87632,27,204.963,4,1
chr13,16597263,16816626,w87633,0,,0,0
chr16,23330493,23549856,w87634,59,204.203,6,2
chr11,112216319,112435682,w87635,37,175.405,10,4
chr1,130159118,130378481,w87636,0,,0,0
chr3,76174043,76393406,w87637,27,150.926,14,1
chr9,107696040,107915403,w87638,29,189.586,7,0
chr2,175884995,176104358,w87639,44,139.205,19,0
chr2,108591361,108810724,w87640,60,181.567,17,4
chr15,2598434,2817797,w87641,15,289.667,10,0
chr13,41931640,42151003,w87642,50,210.98,10,3
chr3,110530257,110749620,w87643,34,190.0,7,2
chr8,53268384,53487747,w87644,57,153.509,27,1
chr21,26436423,26655786,w87645,54,189.944,13,2
chr10,34844856,35064219,w87646,28,202.071,3,2
chr12,52520125,52739488,w87647,21,148.714,8,9
chr11,71100363,71319726,w87648,32,208.25,2,1
chr6,130585734,130805097,w87649,32,194.906,7,0
chr15,54190751,54410114,w87650,80,154.925,21,1
chr1,181580035,181799398,w87651,28,187.571,4,4
chr10,106997307,107216670,w87652,35,175.714,9,1
chr6,73233799,73453162,w87653,30,165.933,12,1
chr17,22281237,22500600,w87654,15,233.6,1,0
chr10,13838813,14058176,w87655,30,173.367,7,1
